b_bookkey,b_authorkey,b_genre,title
565,565,"['Fiction', 'Spirituality', 'Philosophy', 'Self Help', 'New Age', 'Fantasy', 'Religion']","The Celestine Prophecy (Celestine Prophecy, #1)"
566,566,"['History', 'Nonfiction', 'Military Fiction', 'Adult', 'Aviation', 'Biography', 'Adventure']",Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth
567,567,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook']","Me Before You (Me Before You, #1)"
568,568,"['Fantasy', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Science Fiction Fantasy', 'Fiction']",Brainwalker
569,569,"['Fiction', 'Contemporary', 'Thriller', 'Novels', 'Horror', 'Mystery', 'Humor']",Invisible Monsters
570,570,"['Social Justice', 'History', 'Race', 'Audiobook', 'Anti Racist', 'Nonfiction', 'Education']",Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong
571,571,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']","Ready Player One (Ready Player One, #1)"
572,572,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Novels']","Foundation (Foundation, #1)"
573,573,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Italy', 'Literature', 'British Literature']",A Room with a View
574,574,"['Fiction', 'Historical Fiction', 'Book Club', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult']",Peace Like a River
575,575,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Mystery', 'Horror', 'Historical Fiction']","Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)"
576,576,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Contemporary', 'Poetry']",Factotum
577,577,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Mystery', 'Realistic Fiction', 'Coming Of Age']",Paper Towns
578,578,"['Feminism', 'Nonfiction', 'Philosophy', 'Classics', 'Womens', 'Gender', 'France']",The Second Sex
579,579,"['Nonfiction', 'History', 'Classics', 'Politics', 'Biography', 'Essays', 'Race']",I Have a Dream: Writings and Speeches That Changed the World
580,580,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'American', 'Novels', 'Literary Fiction']","Cannery Row (Cannery Row, #1)"
581,581,"['Fiction', 'Romance', 'Animals', 'Horses', 'Contemporary', 'Drama', 'Adult']",The Horse Whisperer
582,582,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure']","The Horse and His Boy (Chronicles of Narnia, #5)"
583,583,"['Christian Fiction', 'Christian', 'Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Historical Romance']",Redeeming Love
584,584,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Israel', 'Jewish', 'War']",Exodus
585,585,"['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Biography Memoir', 'Death', 'School']",Death Be Not Proud
586,586,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Art', 'Mystery', 'Adult']",The Goldfinch
587,587,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']","Eldest (The Inheritance Cycle, #2)"
588,588,"['Fiction', 'Fantasy', 'Humor', 'Magical Realism', 'Novels', 'Literature', 'Contemporary']",Jitterbug Perfume
589,589,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Coming Of Age', 'Historical']",I Capture the Castle
590,590,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Audiobook']","The Subtle Knife (His Dark Materials, #2)"
591,591,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', '19th Century', 'Literature', 'Victorian']",Far From the Madding Crowd
592,592,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Classics', 'Science Fiction Fantasy', 'Dystopia', 'Fantasy']","Neuromancer (Sprawl, #1)"
593,593,"['Science Fiction', 'Fiction', 'Classics', 'Military Fiction', 'War', 'Science Fiction Fantasy', 'Space Opera']",Starship Troopers
594,594,"['Nonfiction', 'Writing', 'Language', 'Reference', 'Humor', 'Linguistics', 'Education']","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation"
595,595,"['Fiction', 'Horror', 'Young Adult', 'Classics', 'Mystery', 'Gothic', 'Romance']","Flowers in the Attic (Dollanganger, #1)"
596,596,"['Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary', 'Humor', 'Literary Fiction']",Infinite Jest
597,597,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'American', 'Novels']",The Age of Innocence
598,598,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature']",Vanity Fair
599,599,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Magical Realism', 'Novels', 'Literature']",Song of Solomon
600,600,"['Classics', 'Fiction', 'Literature', 'Romance', 'School', 'Historical Fiction', 'American']",Ethan Frome
601,601,"['Fiction', 'Contemporary', 'Thriller', 'Mystery', 'Scotland', 'Crime', 'Dark']","Skagboys (Mark Renton, #1)"
602,602,"['Graphic Novels', 'Comics', 'History', 'Nonfiction', 'Memoir', 'Holocaust', 'Biography']","Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
603,603,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Spain', 'Kids']",The Story of Ferdinand
604,604,"['Fiction', 'Horror', 'Thriller', 'Mystery', 'Contemporary', 'Novels', 'American']",Lunar Park
605,605,"['Historical Fiction', 'Fiction', 'Young Adult', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Fantasy']",The Invention of Hugo Cabret
606,606,"['Nonfiction', 'Animals', 'Memoir', 'Classics', 'Biography', 'Humor', 'Autobiography']","All Creatures Great and Small (All Creatures Great and Small, #1-2)"
607,607,"['Classics', 'Philosophy', 'Fiction', 'Politics', 'Literature', 'Dystopia', 'School']",Utopia
608,608,"['Fiction', 'France', 'Contemporary', 'Philosophy', 'Literary Fiction', 'Book Club', 'Novels']",The Elegance of the Hedgehog
609,609,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction']","Clockwork Angel (The Infernal Devices, #1)"
610,610,"['Fiction', 'Contemporary', 'Canada', 'Literary Fiction', 'Literature', 'Novels', 'Classics']",The Shipping News
611,611,"['Survival', 'Adventure', 'Fiction', 'Novels', 'Thriller', 'Literature', 'Womens']",Walks Away Woman
612,612,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller']","The Big Sleep (Philip Marlowe, #1)"
613,613,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Thriller', 'Paranormal', 'Supernatural']",'Salem's Lot
614,614,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'School', 'American']",The Waste Land
615,615,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction']","Vampire Academy (Vampire Academy, #1)"
616,616,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']","Brisingr (The Inheritance Cycle, #3)"
617,617,"['Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance', 'Love']","P.S. I Love You (P.S. I Love You, #1)"
618,618,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Romance', 'Literary Fiction']",Of Human Bondage
619,619,"['Classics', 'Fiction', 'German Literature', 'Literature', 'Romance', 'Germany', 'Novels']",The Sorrows of Young Werther
620,620,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Audiobook', 'Adventure']","The Gunslinger (The Dark Tower, #1)"
621,621,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Novels', 'Fantasy']",Contact
622,622,"['Classics', 'Plays', 'Drama', 'Mythology', 'Fiction', 'Theatre', 'School']",Medea
623,623,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","City of Ashes (The Mortal Instruments, #2)"
624,624,"['Classics', 'Fiction', 'Mystery', 'Literature', 'Detective', 'Crime', 'Adventure']",Complete Works of Arthur Conan Doyle
625,625,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']","The Last Olympian (Percy Jackson and the Olympians, #5)"
626,626,"['Classics', 'Fiction', 'Short Stories', 'Ireland', 'Literature', 'Irish Literature', '20th Century']",Dubliners
627,627,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']","Insurgent (Divergent, #2)"
628,628,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Literature', 'Novels', 'British Literature']",A Passage to India
629,629,"['Self Help', 'Nonfiction', 'Personal Development', 'Education', 'Contemporary', 'Inspirational', 'Book Club']","Let's Talk: ...about Making Your Life Exciting, Easier, and Exceptional"
630,630,"['Nonfiction', 'Religion', 'History', 'True Crime', 'Crime', 'Audiobook', 'Cults']",Under the Banner of Heaven: A Story of Violent Faith
631,631,"['Nonfiction', 'History', 'Memoir', 'Classics', 'Biography', 'Race', 'African American']",Black Like Me
632,632,"['Novels', 'Fiction', 'Science Fiction', 'Young Adult', 'Space Opera', 'Space', 'Teen']","Matching Configurations (Quantum Roots, #3)"
633,633,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Southern Gothic']",As I Lay Dying
634,634,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']","Uglies (Uglies, #1)"
635,635,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Teen', 'Music']","If I Stay (If I Stay, #1)"
636,636,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Contemporary', 'War', 'Inspirational']",The Heart of Aleppo: A Story of the Syrian Civil War
637,637,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Adult']",Misery
638,638,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Environment']",Collapse: How Societies Choose to Fail or Succeed
639,639,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'British Literature', 'Novels']","Pride and Prejudice, Mansfield Park, Persuasion"
640,640,"['Fiction', 'Contemporary', 'Literature', 'Humor', 'Biography Memoir', 'Novels', 'American']",A Heartbreaking Work of Staggering Genius
641,641,"['Romance', 'Fiction', 'Erotica', 'Adult', 'BDSM', 'Contemporary', 'Contemporary Romance']","Fifty Shades of Grey (Fifty Shades, #1)"
642,642,"['Fiction', 'Short Stories', 'Classics', 'Magical Realism', 'Fantasy', 'Literature', 'Spanish Literature']",Ficciones
643,643,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Middle Grade', 'Childrens', 'Fairy Tales']","Ella Enchanted (Ella Enchanted, #1)"
644,644,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Childrens', 'Coming Of Age', 'American']",The Education of Little Tree
645,645,"['Contemporary', 'Nonfiction', 'Adult', 'True Story', 'Abuse', 'Drama', 'Book Club']","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love"
646,646,"['Nonfiction', 'Biography', 'Memoir', 'Feminism', 'Autobiography', 'Audiobook', 'Biography Memoir']",I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban
647,647,"['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'French Literature', 'Novels']",The Fall
648,648,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Canada', 'Speculative Fiction']","Oryx and Crake (MaddAddam, #1)"
649,649,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Science Fiction', 'Magic']","The Color of Magic (Discworld, #1; Rincewind, #1)"
650,650,"['Fiction', 'Classics', 'Italian Literature', 'Magical Realism', 'Literature', 'Italy', 'Novels']",If on a Winter's Night a Traveler
651,651,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Literature', 'Novels', 'Horror']","Blood Meridian, or, the Evening Redness in the West"
652,652,"['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook']","The Selection (The Selection, #1)"
653,653,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Religion', 'Audiobook']","Small Gods (Discworld, #13)"
654,654,"['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical']",Seabiscuit: An American Legend
655,655,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'American', 'Childrens']",Little Women / Little Men / Jo's Boys
656,656,"['Nonfiction', 'Memoir', 'Psychology', 'Mental Health', 'Mental Illness', 'Biography', 'Classics']","Girl, Interrupted"
657,657,"['Classics', 'Fantasy', 'Fiction', 'Arthurian', 'Mythology', 'Historical Fiction', 'Medieval']",Le Morte d'Arthur: King Arthur and the Legends of the Round Table
658,658,"['Psychology', 'Nonfiction', 'Death', 'Philosophy', 'Self Help', 'Medicine', 'Spirituality']",On Death and Dying
659,659,"['Fantasy', 'Graphic Novels', 'Classics', 'Fiction', 'Comics', 'Adventure', 'Young Adult']",The Hobbit
660,660,"['History', 'Politics', 'Nonfiction', 'Journalism', 'American History', 'True Crime', 'Classics']",All the President's Men
661,661,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Fantasy', 'Thriller', 'Christianity']","Left Behind (Left Behind, #1)"
662,662,"['Nonfiction', 'Travel', 'Classics', 'Memoir', 'Biography', 'Literature', 'Biography Memoir']",Travels with Charley: In Search of America
663,663,"['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile']","Wayside School Is Falling Down (Wayside School, #2)"
664,664,"['Fiction', 'Historical Fiction', 'Classics', 'Australia', 'Romance', 'War', 'Historical']",A Town Like Alice
665,665,"['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice']","The Hate U Give (The Hate U Give, #1)"
666,666,"['Science', 'Nonfiction', 'Philosophy', 'Religion', 'History', 'Skepticism', 'Atheism']",The Demon-Haunted World: Science as a Candle in the Dark
667,667,"['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Middle Grade', 'Mystery', 'Adventure']","The Bad Beginning (A Series of Unfortunate Events, #1)"
668,668,"['Fiction', 'Novels', 'Science Fiction', 'Young Adult', 'Space', 'Contemporary', 'Science Fiction Fantasy']",Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence
669,669,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Classics', 'Culinary']",The Joy of Cooking
670,670,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult']",The Nightingale
671,671,"['Fiction', 'Contemporary', 'Psychology', 'Biography Memoir', 'Mental Health', 'Adult', 'Book Club']",A Million Little Pieces
672,672,"['Classics', 'Fiction', 'Literature', 'School', 'Historical Fiction', 'American', 'Novels']",The Pearl
673,673,"['Nonfiction', 'Politics', 'Economics', 'History', 'Sociology', 'Business', 'Philosophy']",The Shock Doctrine: The Rise of Disaster Capitalism
674,674,"['Self Help', 'Psychology', 'Personal Development', 'Nonfiction', 'Productivity', 'Philosophy', 'Education']",Soul Cure: How to Heal Your Pain and Discover Your Purpose
675,675,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult', 'Historical']",And the Mountains Echoed
676,676,"['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Travel', 'History', 'Literature']",Down and Out in Paris and London
677,677,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'German Literature', 'Young Adult', 'Middle Grade']",Momo
678,678,"['Fiction', 'Music', 'Contemporary', 'Humor', 'Romance', 'Novels', 'British Literature']",High Fidelity
679,679,"['Fiction', 'Science Fiction', 'Contemporary', 'Drama', 'Thriller', 'Novels', 'Young Adult']","Quantum Roots (Quantum Roots, #1)"
680,680,"['Religion', 'Philosophy', 'Classics', 'Spirituality', 'Poetry', 'Nonfiction', 'India']",The Bhagavad Gita
681,681,"['Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Germany', 'Magical Realism']",The Tin Drum
682,682,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","City of Glass (The Mortal Instruments, #3)"
683,683,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Science Fiction Fantasy']","The Last Unicorn (The Last Unicorn, #1)"
684,684,"['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction']",The Dispossessed: An Ambiguous Utopia
685,685,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Teen']",Eleanor & Park
686,686,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Alternate History', 'Historical Fiction', 'Fantasy']",The Man in the High Castle
687,687,"['Nonfiction', 'Food', 'Memoir', 'Gardening', 'Health', 'Environment', 'Nature']","Animal, Vegetable, Miracle: A Year of Food Life"
688,688,"['Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'Russia', 'Russian Literature', 'Literature']",We
689,689,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Historical', 'Coming Of Age', 'Fiction', 'Fantasy']",Secrets of the Realm
690,690,"['Fiction', 'Classics', 'Philosophy', 'Greece', 'Novels', 'Literature', 'Historical Fiction']",Zorba the Greek
691,691,"['Fantasy', 'Fiction', 'Romance', 'Young Adult', 'Adventure', 'Audiobook', 'Magic']",Stardust
692,692,"['Poetry', 'Classics', 'France', 'French Literature', 'Fiction', 'Literature', '19th Century']",Les Fleurs du Mal
693,693,"['Nonfiction', 'Biography', 'Classics', 'Adventure', 'Memoir', 'Autobiography', 'France']",Papillon
694,694,"['Young Adult', 'Fiction', 'Mystery', 'Contemporary', 'Realistic Fiction', 'Australia', 'Audiobook']",I Am the Messenger
695,695,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'British Literature', 'Novels', 'LGBT']",Brideshead Revisited
