a_authorkey,a_authorname
3491,Gabriel Wyner
3492,Anonymous
3493,Lynne Reid Banks
3494,Angela Y. Davis
3495,Julie Mannino
3496,Octavia E. Butler
3497,Zoe Saadia
3498,R.A. Salvatore
3499,T.M. Mendes
3500,Friedrich DÃ¼rrenmatt
3501,Eugene O'Neill
3502,Don DeLillo
3503,Angie Sage
3504,Kyle Keyes
3505,Mario Puzo
3506,Linda Castillo
3507,Aaron-Michael Hall
3508,Byron Katie
3509,Robert Jordan
3510,Sharon Kay Penman
3511,Stephen King
3512,Linda    Armstrong
3513,David Shannon
3514,Jaroslav HaÅ¡ek
3515,Vincent Panettiere
3516,William Golding
3517,Kerry Patterson
3518,Kerry Patterson
3519,Doris Pilkington
3520,Christopher R. Browning
3521,Ian Fleming
3522,Lee Child
3523,Tony Kushner
3524,Og Mandino
3525,Orhan Pamuk
3526,Amy Tan
3527,Harold S. Kushner
3528,Marshall B. Rosenberg
3529,Claire Monette
3530,Marina Lewycka
3531,Jennifer Egan
3532,Elizabeth George
3533,M.J. Thompson
3534,M.L. Rio
3535,Stephen King
3536,Seth Grahame-Smith
3537,Richard Louv
3538,Jonathan Maberry
3539,Jennifer Brown
3540,Shunryu Suzuki
3541,Michael A. Singer
3542,Andrew P. Weston
3543,Lee Child
3544,Yukio Mishima
3545,Carolyn Jessop
3546,Chris Titus
3547,Fyodor Dostoevsky
3548,Herman Melville
3549,A.S.A. Harrison
3550,Cal Newport
3551,John Wyndham
3552,Judith McNaught
3553,Chuck Palahniuk
3554,Kate Mosse
3555,Jonathan Tropper
3556,Robert Galbraith
3557,Edmund J. Bourne
3558,S.J. Scott
3559,Sue Johnson
3560,Frank Herbert
3561,Daniel C. Dennett
3562,Steven Pinker
3563,Dr. Seuss
3564,Kami Garcia
3565,Anna Gallegos
3566,Terry Pratchett
3567,Mark B. Frost
3568,Richard Sprout
3569,FranÃ§ois Rabelais
3570,David Mamet
3571,Terry Pratchett
3572,Arthur Conan Doyle
3573,Ian Fleming
3574,Douglas Preston
3575,Janet E. Morris
3576,Carrie Fisher
3577,Oyinkan Braithwaite
3578,James Patterson
3579,August Wilson
3580,Chris Hardwick
3581,Elizabeth von Arnim
3582,Chuck Palahniuk
3583,Napoleon Hill
3584,Gerald N. Lund
3585,Hannah Hurnard
3586,Scott Sigler
3587,Lewis Carroll
3588,Margaret Edson
3589,Brandon Sanderson
3590,Thomas A. Harris
3591,C.S. Lewis
3592,Max Lucado
3593,Gallup
3594,Scott Westerfeld
3595,Lauren Oliver
3596,Henry Cloud
3597,Carrie Ryan
3598,Julie Andrews Edwards
3599,Amelia Bert
3600,Justin Richardson
3601,Margret Rey
3602,Terry Pratchett
3603,Michelle Paver
3604,Nicolas Ryan Moore
3605,Tess Gerritsen
3606,Karl Wiggins
3607,Hilary Davidson
3608,Edward B. Burger
3609,Gary Jennings
3610,Anthony Burgess
3611,Tom Clancy
3612,Ryan Holiday
3613,Ronald Wright
3614,Tove Jansson
3615,Arthur C. Clarke
3616,E.R. Braithwaite
3617,Augusten Burroughs
3618,Douglas Adams
3619,AnaÃ¯s Nin
3620,Helen Fielding
3621,Jane Jacobs
3622,Graham Hancock
3623,Laurie Lee
3624,S.A. Chakraborty
3625,Miep Gies
3626,Violet Samuels
3627,Cornelia Funke
3628,James Rollins
3629,V.E. Schwab
3630,James L. Swanson
3631,Anne Sexton
3632,Thomas Wolfe
3633,Joyce Meyer
3634,Ian Falconer
3635,Barbara Park
3636,Violet Samuels
3637,Neil Gaiman
3638,Marisa de los Santos
3639,Dan Simmons
3640,Philippa Gregory
3641,Jack Canfield
3642,Diana Gabaldon
3643,Gloria Naylor
3644,Judy Blume
3645,Cressida Cowell
3646,Dalai Lama XIV
3647,Karl Wiggins
3648,Sharon J. Bolton
3649,Carl Sagan
3650,Douglas Coupland
3651,A.J. Jacobs
3652,J.B. Priestley
3653,Beverly Cleary
3654,Camilla LÃ¤ckberg
3655,Ezra Jack Keats
3656,Dale Carnegie
3657,William Shakespeare
3658,James Dickey
3659,Enid Blyton
3660,Sarah J. Maas
3661,Kim Young-ha
3662,Max Lucado
3663,Robert Graves
3664,Nate Silver
3665,George Bernard Shaw
3666,Clifford D. Simak
3667,John Galsworthy
3668,Lucretius
3669,Thomas M. Sterner
3670,Mo Willems
3671,The Church of Jesus Christ of Latter-day Saints
3672,Daniel Suarez
3673,Holly Black
3674,Erik Larson
3675,Allan Bloom
3676,Aprilynne Pike
3677,Iain Pears
3678,Lemony Snicket
3679,Lemony Snicket
3680,N.K. Jemisin
3681,Greg Mortenson
3682,Chevy Stevens
3683,Homer Hickam
3684,Robert Cormier
3685,Audrey Niffenegger
3686,Dennis Lehane
3687,Nicholas Sparks
3688,Scott Heim
3689,Aleister Crowley
3690,Barry Kirwan
3691,Brennan Manning
3692,William R. Forstchen
3693,Bernard Malamud
3694,Sam Shepard
3695,Phyllis Reynolds Naylor
3696,Cassandra Clare
3697,Lauren Jackson
3698,Jocko Willink
3699,Ichiro Kishimi
3700,David Light Shields
3701,Sharon Roni Ellis
3702,Iimani David
3703,Emily Giffin
3704,Dennis Sharpe
3705,Reyna Hawk
3706,Alana Woods
3707,Sarah Ann Walker
3708,David McCullough
3709,G.E.F. Neilson
3710,S.E. Meyer
3711,Nancy Temple Rodrigue
3712,Jennifer Szewczuk
3713,J. Abram Barneck
3714,Kelly St. Clare
3715,Alice Rhodes
3716,Waheed Ibne Musa
3717,Tom Clancy
3718,William Shakespeare
3719,Graham Kerr
3720,Bob  Williams
3721,Adnan Aslam
3722,Mark McCants
3723,Sanchit Gupta
3724,Emily  Williams
3725,Aviya Carmen
3726,B.Q. Hanson
3727,Ravi   Pathak
3728,Tosca Lee
3729,Charlie J. Eskew
3730,Cliff Lerner
3731,Mike  Davis
3732,Frank
3733,Shanti Hershenson
3734,Robin Roe
3735,Elijah   Hill
3736,Domagoj Pernar
3737,"Arthur ""Sam"" Murakami"
3738,Jules Verne
3739,Ann Howard Creel
3740,Tammy Lang
3741,Jonathan Culver
3742,Celso Cukierkorn
3743,Roger Zelazny
3744,TyCobbsTeeth
3745,Michael Greger
3746,Farah Cook
3747,Evelyn Alsultany
3748,Ian Breck
3749,Alana Woods
3750,Lane Diamond
3751,J.S. Jaeger
3752,Alexei Maxim Russell
3753,Lucian Bane
3754,RenÃ©e Knight
3755,Jonathan Kozol
3756,Lindsay Anne Kendal
3757,Zoe Saadia
3758,Jonathan Culver
3759,Kathy Reichs
3760,John Zunski
3761,Euripides
3762,Farah Cook
3763,Alice Feeney
3764,K.J. Rigby
3765,Reyna Hawk
3766,Michel Foucault
3767,Judy Blume
3768,Michael  West
3769,Alexei Maxim Russell
3770,Nancy Temple Rodrigue
3771,Heather  Marsh
3772,Lori Gottlieb
3773,Lindsay Anne Kendal
3774,John Zunski
3775,Vee Hoffman
3776,Ella James
3777,Stephen Biro
3778,Melodie Ramone
3779,Laura Thalassa
3780,Mitch Albom
3781,Agatha Christie
3782,Colleen Hoover
3783,Haruki Murakami
3784,Viral Dalal
3785,Irwin Shaw
3786,Ammar Habib
3787,Tony  Thorne
3788,Claire McGowan
3789,Chanel Miller
3790,D.E.M. Emrys
3791,Stephen Biro
3792,Tianna Holley
3793,Gary D. Schmidt
3794,C.J. Sansom
3795,Ø£Ø´Ø±Ù Ø§Ù„Ø¹Ø´Ù…Ø§ÙˆÙŠ
3796,Italo Calvino
3797,Michael Thomas Ford
3798,Chuck Palahniuk
3799,Melina Marchetta
3800,Diane  Brown
3801,Stephanie A. Collins
3802,RenÃ©e Paule
3803,Amit Ray
3804,Olaudah Equiano
3805,Vernor Vinge
3806,Reyna Hawk
3807,Robb Grindstaff
3808,Nancy Temple Rodrigue
3809,Luca Bosurgi
3810,Jennifer Sodini
3811,Sherri Hayes
3812,Vladimir Nabokov
3813,Chip Heath
3814,Ken Follett
3815,D.E.M. Emrys
3816,Oscar Wilde
3817,Johann Hari
3818,Kristofer Clarke
3819,Lee Child
3820,Phillip C. McGraw
3821,Hugh Howey
3822,Sybrina Durant
3823,Max Lucado
3824,M. Clifford
3825,Mark  Miller
3826,Beth Hoffman
3827,Peter Straub
3828,Anthony Horowitz
3829,Anonymous
3830,Lemony Snicket
3831,Moss Whelan
3832,Alex Letner
3833,Diane  May
3834,J. Mark G. Williams
3835,Shauna Niequist
3836,Julia Donaldson
3837,Lindsay Buroker
3838,Elizabeth Gilbert
3839,Alex Letner
3840,Alex Letner
3841,Neal Shusterman
3842,Bill Burnett
3843,Samad Behrangi
3844,Nicholas Sparks
3845,Elizabeth Gaskell
3846,R.K. Narayan
3847,Nancy Temple Rodrigue
3848,Aimee Bender
3849,Bertolt Brecht
3850,H.P. Lovecraft
3851,David Michie
3852,Sarah  Robinson
3853,Nathan  Hill
3854,Allan C. Weisbecker
3855,Piers Anthony
3856,Conor Grennan
3857,Reyna Hawk
3858,Eben Alexander
3859,Richard Bachman
3860,Alex Letner
3861,Kate Atkinson
3862,Blake Crouch
3863,Adam M. Grant
3864,Eli Wilde
3865,Anonymous
3866,Joe McGinniss
3867,Alexandra Bracken
3868,Fred Uhlman
3869,Lucian Bane
3870,Nicola Yoon
3871,Par Lagerkvist
3872,Alessandro Baricco
3873,Iain M. Banks
3874,Nancy Temple Rodrigue
3875,Ira Levin
3876,Alex Letner
3877,Alex Letner
3878,Char Cam
3879,Richard Osman
3880,Daniel Coyle
3881,Howard Zinn
3882,Jerry Spinelli
3883,Tove Jansson
3884,Edgar Allan Poe
3885,Tracey Garvis Graves
3886,B. Kristin McMichael
3887,Pam MuÃ±oz Ryan
3888,Haruki Murakami
3889,Oscar Wilde
3890,Bohumil Hrabal
3891,John   Pease
3892,Elizabeth Barrett Browning
3893,Malika Oufkir
3894,Ashwin Sanghi
3895,Michael Morpurgo
3896,Fredrik Backman
3897,Tanya Thompson
3898,Alice Hoffman
3899,Piers Steel
3900,Leo Babauta
3901,Michael G. Kramer
3902,Julie Mannino
3903,Karl Braungart
3904,Adam Long
3905,Karen Marie Moning
3906,Jeanne Wakatsuki Houston
3907,Dorothy Dunnett
3908,Mira Grant
3909,Michael   Newton
3910,Nancy Temple Rodrigue
3911,Jonathan Stroud
3912,Cixin Liu
3913,Hawa L Crickmore
3914,Alessandro Baricco
3915,Rupert Thomson
3916,John Richard Spencer
3917,Ellen Hendriksen
3918,Matt Haig
3919,Jhumpa Lahiri
3920,Terry Brooks
3921,Neal Stephenson
3922,Hunter S. Thompson
3923,Paulo Coelho
3924,Barry Eisler
3925,Reyna Hawk
3926,Kurt Vonnegut Jr.
3927,Lucian Bane
3928,R.D. Blackmore
3929,Albert Camus
3930,Maria Johnsen
3931,James Rollins
3932,Steven  Hall
3933,Jenny Han
3934,James Sillwood
3935,James Sillwood
3936,James Sillwood
3937,Cathy Octo
3938,Angie Thomas
3939,Heather   Morris
3940,Neil Gaiman
3941,Newton Lee
3942,Madeleine L'Engle
3943,J.A. Redmerski
3944,Herman Wouk
3945,David Deida
3946,Ta-Nehisi Coates
3947,Vaddey Ratner
3948,Alex Letner
3949,Jodi Picoult
3950,Dean Koontz
3951,Kent Haruf
3952,James Patterson
3953,Elizabeth Gilbert
3954,Lloyd Alexander
3955,NataÅ¡a PantoviÄ‡
3956,Sarah Dessen
3957,Isaac Asimov
3958,Paulo Coelho
3959,Timothy Zahn
3960,Chloe  Benjamin
3961,Douglas Preston
3962,Jason  Matthews
3963,Arianna Huffington
3964,Thomas Hardy
3965,Timothy J. Keller
3966,Zoe Saadia
3967,Carrie Salo
3968,Brandon Sanderson
3969,Stephen King
3970,Gillian Flynn
3971,Alex Letner
3972,Alex Letner
3973,NataÅ¡a PantoviÄ‡
3974,Neal Stephenson
3975,J.F. Kirwan
3976,Alistair MacLeod
3977,Daniel Coyle
3978,Zoe Saadia
3979,Tad Williams
3980,Alex Letner
3981,Robert Jordan
3982,StanisÅ‚aw Lem
3983,Inga Muscio
3984,Julia Child
3985,Taylor Caldwell
3986,Kurt Vonnegut Jr.
3987,Grahame Shannon
3988,Diana Wynne Jones
3989,Eckhart Tolle
3990,Zoe Saadia
3991,Kathrine Kressmann Taylor
3992,Craig Silvey
3993,Adam Steven Page
3994,Mark M. Bello
3995,Chris J. Anderson
3996,Louis L'Amour
3997,Christopher Paolini
3998,Mark  Lawrence
3999,Walter Van Tilburg Clark
4000,Slavomir Rawicz
4001,Gabrielle Zevin
4002,David  Brooks
4003,Lauren Oliver
4004,Ursula K. Le Guin
4005,Miriam Sawan
4006,Misty Mount
4007,Fredrik Backman
4008,Viet Thanh Nguyen
4009,Taylor Jenkins Reid
4010,Ocean Vuong
4011,Seneca
4012,Graham Greene
4013,Patrick O'Scheen
4014,Ashley Winters
4015,Allan Pease
4016,Hank Green
4017,Irvine Welsh
4018,Greer Hendricks
4019,Emily St. John Mandel
4020,Alfie Kohn
4021,Dmitry Glukhovsky
4022,Dorothy L. Sayers
4023,Zoe Saadia
4024,Roger Zelazny
4025,Bern Bolo
4026,Friedrich Nietzsche
4027,Ilona Andrews
4028,Megan Miranda
4029,Isaac Asimov
4030,Patrick Rothfuss
4031,Joe Navarro
4032,Dean Koontz
4033,G. Edward Griffin
4034,Theodore Taylor
4035,Andrea Hirata
4036,W. Somerset Maugham
4037,Anna Gallegos
4038,Lee Child
4039,Thomas  Moore
4040,Tim S. Grover
4041,Ian McEwan
4042,Augustine of Hippo
4043,Jerry A. Coyne
4044,Stefan Bourque
4045,Paul Auster
4046,Clive Cussler
4047,Laurie Frankel
4048,Rob Sheffield
4049,Ù…ØµØ·ÙÙ‰ Ù…Ø­Ù…ÙˆØ¯
4050,Sidney Sheldon
4051,Don Freeman
4052,Anna Gallegos
4053,Jason Fried
4054,Glenis Kellet
4055,Roy F. Baumeister
4056,Zoe Saadia
4057,Philip JosÃ© Farmer
4058,G.K. Chesterton
4059,Rachel Bach
4060,Kimberly Brubaker Bradley
4061,Federico GarcÃ­a Lorca
4062,Kate Morton
4063,Vera Jane Cook
4064,Tana French
4065,Nicholas Boothman
4066,Les Giblin
4067,Bono Edward De
4068,Portia de Rossi
4069,Robin  Gregory
4070,Zoje Stage
4071,Judith Rossner
4072,Thomas Bulfinch
4073,J.K. Rowling
4074,Wayne W. Dyer
4075,Patricia Briggs
4076,Andrew Clements
4077,Jojo Moyes
4078,Marie Montine
4079,Sidney Sheldon
4080,Kim Stanley Robinson
4081,Alex Kotlowitz
4082,Gene Stratton-Porter
4083,Isaac Asimov
4084,Agatha Christie
4085,Gene Stratton-Porter
4086,Gene Baur
4087,C.P. Henderson
4088,Resmaa Menakem
4089,Andrew Mayne
4090,Max Lucado
4091,Judith McNaught
4092,Bill Watterson
4093,Kimber  Lee
4094,Robert Bryndza
4095,Peter Shaffer
4096,Alasdair Gray
4097,Julie Garwood
4098,David Mitchell
4099,Raymond E. Feist
4100,Dodie Smith
4101,Lemony Snicket
4102,Tess Gerritsen
4103,Ann Leckie
4104,Michael Buckley
4105,Ravinder Singh
4106,Flannery O'Connor
4107,Alistair MacLean
4108,Francine Rivers
4109,Mia Sheridan
4110,NataÅ¡a PantoviÄ‡
4111,J.G. Ballard
4112,Roald Dahl
4113,Jeffery Deaver
4114,Julie Mannino
4115,Louis L'Amour
4116,Chetan Bhagat
4117,Ji-li Jiang
4118,Robert   Harris
4119,William Shakespeare
4120,Stephen King
4121,William Saroyan
4122,Karla Luna
4123,Debbie Boek
4124,Cara Hunter
4125,Genevieve Cogman
4126,Tere Albanese
4127,Leigh Bardugo
4128,Mary Ramsey
4129,Randy  Gauthier
4130,Mark Manson
4131,Anita Shreve
4132,Charles Bukowski
4133,James Dashner
4134,Noam Chomsky
4135,Urantia Foundation
4136,Emily Nagoski
4137,T.M. Mendes
4138,Rolf Dobelli
4139,Maggie Stiefvater
4140,Amelia James
4141,Helen Simonson
4142,Gary Zukav
4143,Jenny Offill
4144,Karin Slaughter
4145,Joe Simpson
4146,C.S. Lewis
4147,Carson McCullers
4148,Paul D. Tieger
4149,Julie Mannino
4150,Julie Mannino
4151,F. Scott Fitzgerald
4152,Jerry Hopkins
4153,Carlos Ruiz ZafÃ³n
4154,Jacqueline Susann
4155,Jennifer  McMahon
4156,Shari Lapena
4157,Thierry Jonquet
4158,Sebastian Junger
4159,Judith McNaught
4160,Isaac Asimov
4161,Oscar Wilde
4162,Harlan Coben
4163,Karl Wiggins
4164,John Twelve Hawks
4165,J.J. Sorel
4166,Christopher Marlowe
4167,Gordon B. Hinckley
4168,Susan Forward
4169,Jasmine  Rose
4170,Chris Guillebeau
4171,Kathleen Norris
4172,Jennifer L. Armentrout
4173,Tom Ufert
4174,Sam B. Miller II
4175,Stephanie Kallos
4176,E.E. Cummings
4177,Tim Burton
4178,Jean-Paul Sartre
4179,Tayeb Salih
4180,Mi Ae Lipe
4181,Ken Follett
4182,L.J. Shen
4183,Sarah Knight
4184,Chade-Meng Tan
4185,Sheri S. Tepper
4186,Iris Murdoch
4187,Lee Child
4188,Andrew Sean Greer
4189,Walter Mosley
4190,Edmund Morris
4191,P.C. Cast
4192,Richard Connell
4193,Jonathan Stroud
4194,Anthony Robbins
4195,Thomas Mann
4196,Olivia Harvard
4197,Karl Wiggins
4198,Robbie Franklin
4199,Primo Levi
4200,Michael Crichton
4201,Brigid Schulte
4202,Christopher W. Alexander
4203,Thomas Merton
4204,Isaac Bashevis Singer
4205,Catherine Ryan Hyde
4206,David Lagercrantz
4207,Jen Sincero
4208,Jo NesbÃ¸
4209,Irin Carmon
4210,Peter C. Brown
4211,Mel Robbins
4212,J.D. Robb
4213,Kalki
4214,Ben Mikaelsen
4215,James R. Hannibal
4216,Kate DiCamillo
4217,Jeff VanderMeer
4218,Patricia Highsmith
4219,Samuel R. Delany
4220,James R. Hannibal
4221,Eric Ries
4222,Robbie Franklin
4223,Stieg Larsson
4224,Nancy Horan
4225,Caroline Criado PÃ©rez
4226,David Baldacci
4227,Sarah Jio
4228,Atul Gawande
4229,Michael Phillip Cash
4230,Chris PÃ©rez
4231,James M. McPherson
4232,Pedro CalderÃ³n de la Barca
4233,Edgar Allan Poe
4234,Terry Goodkind
4235,Blake Crouch
4236,Louise Penny
4237,Stephen Guise
4238,E.L. Konigsburg
4239,Guy Morris
4240,Stephen King
4241,Martin Luther King Jr.
4242,W.E.B. Du Bois
4243,Alex Grecian
4244,Julia Alvarez
4245,Lee Child
4246,A.J. Finn
4247,Claire North
4248,Vickie McKeehan
4249,Paul Reps
4250,David Baldacci
4251,Roald Dahl
4252,Matthew Dicks
4253,Ono Northey
4254,Iain Reid
4255,Lin-Manuel Miranda
4256,Raina Telgemeier
4257,Charles Yu
4258,Linda Castillo
4259,Theodore Sturgeon
4260,Jon   Stewart
4261,Ludwig Bemelmans
4262,Hans Christian Andersen
4263,Hans Christian Andersen
4264,Yasunari Kawabata
4265,Stephen King
4266,Barbara Kingsolver
4267,Arnold Lobel
4268,Keigo Higashino
4269,Paul Spencer Sochaczewski
4270,Juliet Marillier
4271,Harlan Ellison
4272,Isabel Allende
4273,Philip G. Zimbardo
4274,Vikas Swarup
4275,Elizabeth Strout
4276,Thomas Wolfe
4277,Leon Uris
4278,Melina Marchetta
4279,Karl Wiggins
4280,Henrik Ibsen
4281,Dick King-Smith
4282,Julie Garwood
4283,Jude Deveraux
4284,Patricia MacLachlan
4285,John Sandford
4286,Georgia Hunter
4287,Patricia Cornwell
4288,M.T. Edvardsson
4289,Timothy Ferriss
4290,Louis L'Amour
4291,James Rollins
4292,Heidi Murkoff
4293,Jeff Kinney
4294,Agatha Christie
4295,Claire Monette
4296,Ntozake Shange
4297,Lars Kepler
4298,Sonya Renee Taylor
4299,Vernor Vinge
4300,Lemony Snicket
4301,Susan         Hill
4302,Pablo Neruda
4303,VÃ¤inÃ¶ Linna
4304,Nikolai Gogol
4305,L.  Jackson
4306,Frederick Douglass
4307,Raymond Khoury
4308,BrenÃ© Brown
4309,Susan  Jeffers
4310,Agatha Christie
4311,Stieg Larsson
4312,Michael Chabon
4313,CÃ©line Zabad
4314,Karen Thompson Walker
4315,Matt Haig
4316,Celeste Ng
4317,Anne Lamott
4318,Eowyn Ivey
4319,Salman Rushdie
4320,Greer Hendricks
4321,Taylor  Adams
4322,Michael Ondaatje
4323,John Grisham
4324,Neale Donald Walsch
4325,Kurt Vonnegut Jr.
4326,Phaidon Press
4327,Julian Jaynes
4328,Daniel Suarez
4329,Jia Jiang
4330,Brian Herbert
4331,SÃ¸ren Kierkegaard
4332,Frank Beddor
4333,Harriette Simpson Arnow
4334,Flannery O'Connor
4335,James Rollins
4336,David Baldacci
4337,Larry McMurtry
4338,Banana Yoshimoto
4339,Shannon Hale
4340,Tom Clancy
4341,Iain M. Banks
4342,Thomas Pynchon
4343,Jon Kabat-Zinn
4344,Jean Raspail
4345,Melissa de la Cruz
4346,Daniel Glattauer
4347,Aleksandr Solzhenitsyn
4348,Samuel R. Delany
4349,Michael Connelly
4350,Harlan Coben
4351,Kelly Markey
4352,Victoria Aveyard
4353,George Leonard
4354,Nando Parrado
4355,Lee Strobel
4356,Fyodor Dostoevsky
4357,Beverly Cleary
4358,Stephen King
4359,Mary Roach
4360,Rodman Philbrick
4361,William L. Myers Jr.
4362,Joe Haldeman
4363,Mur Lafferty
4364,Marge Piercy
4365,William T. Vollmann
4366,Dylan Thomas
4367,Lemony Snicket
4368,Nicholson Baker
4369,Gabrielle Bernstein
4370,Steven D. Levitt
4371,Lee Child
4372,Sidney Sheldon
4373,C.S. Lewis
4374,Kirby Larson
4375,Cassandra Clare
4376,RenÃ©e Ahdieh
4377,Geneen Roth
4378,Barry Schwartz
4379,Lee Strobel
4380,Simone Elkeles
4381,Maggie Stiefvater
4382,Edgar Allan Poe
4383,John G. Neihardt
4384,Robert Galbraith
4385,Barbara Sher
4386,Lemony Snicket
4387,Rachel Caine
4388,Eoin Colfer
4389,Andy Weir
4390,Leigh Bardugo
4391,Evelyn Tribole
4392,Sophie Kinsella
4393,James Rollins
4394,Ildefonso Falcones
4395,Stephen King
4396,Madeleine L'Engle
4397,Thich Nhat Hanh
4398,OÄŸuz Atay
4399,Megan Whalen Turner
4400,James Patterson
4401,Thea Beckman
4402,Gary Keller
4403,Emma   Thomas
4404,Jon Gordon
4405,Robert   Harris
4406,Anonymous
4407,John le CarrÃ©
4408,Rick Riordan
4409,Dino Buzzati
4410,Karl Wiggins
4411,Rosamund Lupton
4412,Sharon M. Draper
4413,Andrzej Sapkowski
4414,Marisha Pessl
4415,Janet E. Morris
4416,Harlan Coben
4417,Marie Lu
4418,Bernard Cornwell
4419,Wil Huygen
4420,Leonardo da Vinci
4421,Trudi Canavan
4422,Michael Connelly
4423,Rene Denfeld
4424,William Shakespeare
4425,Robert Maurer
4426,Joel Fuhrman
4427,Paulo Coelho
4428,Arturo PÃ©rez-Reverte
4429,Letty Scott
4430,David Baldacci
4431,Tracy Letts
4432,Ryan Holiday
4433,Marguerite Henry
4434,Mario Vargas Llosa
4435,Antonio Tabucchi
4436,Richard Flanagan
4437,Josh Waitzkin
4438,Alison Croggon
4439,Sharon Kay Penman
4440,Amrit Chima
4441,Laurie R. King
4442,Colleen Hoover
4443,Stephen R. Covey
4444,Carl Sagan
4445,Jane Roberts
4446,Michael Frayn
4447,L.M. Montgomery
4448,Jeffery Deaver
4449,Erika Johansen
4450,Jeanine Cummins
4451,James Agee
4452,Lloyd Alexander
4453,Plato
4454,AmÃ©lie Nothomb
4455,Laura Ingalls Wilder
4456,William Kotzwinkle
4457,Gena Showalter
4458,Lisa Jewell
4459,Holly Black
4460,Brandon Mull
4461,Brandon Mull
4462,Paul Theroux
4463,Matthew Gregory Lewis
4464,Megan Whalen Turner
4465,RenÃ© Descartes
4466,Lemony Snicket
4467,Anne McCaffrey
4468,Anton Chekhov
4469,Jeanette Watts
4470,Jodi Picoult
4471,William Shakespeare
4472,Peter F. Drucker
4473,John Payton Foden
4474,Samuel R. Delany
4475,Susan Elizabeth Phillips
4476,Roald Dahl
4477,Osamu Dazai
4478,Douglas Preston
4479,Gail Carson Levine
4480,JosÃ© Rodrigues dos Santos
4481,Jussi Adler-Olsen
4482,Jim Butcher
4483,Kerstin Gier
4484,Terry Pratchett
4485,Susan Cooper
4486,Kiera Cass
4487,George R.R. Martin
4488,Maria Semple
4489,William C. Samples
4490,Nely Cab
4491,Leonard Seet
